lea_no,lea_name,school_no,school_name,eligible,participating,isp
400,Greene County Schools,318,Greene County Intermediate Schools,X,X,71.69
400,Greene County Schools,321,Snow Hill Primary,X,X,75.26
400,Greene County Schools,332,West Greene Elementary,X,X,77.53
410,Guilford County Schools,304,Alamance Elementary,, ,25.3
410,Guilford County Schools,307,Edwin A Alderman Elementary,X,X,49.78
410,Guilford County Schools,310,Allen Jay Elementary,X,X,60.04
410,Guilford County Schools,311,Allen Jay Middle - A Preparatory Academy,,X,38.97
410,Guilford County Schools,313,Southern Middle,X,X,49.73
410,Guilford County Schools,316,Allen Middle,X,X,57.38
410,Guilford County Schools,319,T Wingate Andrews High,X,X,55.95
410,Guilford County Schools,322,Archer Elementary,X,X,56.91
410,Guilford County Schools,325,Aycock Middle,X,X,54.06
410,Guilford County Schools,326,Middle College High at Bennett,,X,34.69
410,Guilford County Schools,328,Bessemer Elementary,X,X,79.6
410,Guilford County Schools,331,Bluford Elementary,X,X,76.95
410,Guilford County Schools,334,Brightwood Elementary,X,X,61.98
410,Guilford County Schools,337,Brooks Global,, ,22.57
410,Guilford County Schools,340,Monticello-Brown Summit Elem,X, ,47.61
410,Guilford County Schools,341,Brown Summit Middle,, ,4.55
410,Guilford County Schools,343,Claxton Elementary,, ,23.81
410,Guilford County Schools,346,Colfax Elementary,, ,24.69
410,Guilford County Schools,349,Ceasar Cone Elementary,X,X,84.6
410,Guilford County Schools,355,Dudley High,X,X,60.34
410,Guilford County Schools,358,Eastern Guilford High,, ,38.8
410,Guilford County Schools,361,Erwin Montessori,X, ,44.69
410,Guilford County Schools,364,Fairview Elementary,X,X,80.54
410,Guilford County Schools,366,Waldo C Falkener Sr Elementary,X,X,80.42
410,Guilford County Schools,367,Ferndale Middle,X,X,56.99
410,Guilford County Schools,370,Florence Elementary,, ,22.11
410,Guilford County Schools,373,Julius I Foust Elementary,X,X,69.72
410,Guilford County Schools,376,Cyrus P Frazier Elementary,X,X,61.63
410,Guilford County Schools,379,Gateway Education Center,X, ,45.03
410,Guilford County Schools,382,Gibsonville Elementary,, ,33.53
410,Guilford County Schools,385,Gillespie Park Elementary,X,X,84.47
410,Guilford County Schools,388,General Greene Elementary,, ,23.59
410,Guilford County Schools,390,GC Middle College High,, ,12.93
410,Guilford County Schools,391,Penn-Griffin Middle,X, ,42.01
410,Guilford County Schools,394,Grimsley High,, ,30.64
410,Guilford County Schools,395,Early College at Guilford,, ,4.06
410,Guilford County Schools,396,High School Ahead Academy,X,X,50.53
410,Guilford County Schools,397,Guilford Middle,X, ,47.53
410,Guilford County Schools,398,Newcomers School,X,X,64.02
410,Guilford County Schools,399,GTCC East Middle College High,, ,27.87
410,Guilford County Schools,400,Guilford Elementary,X,X,54.04
410,Guilford County Schools,401,GTCC Middle College High,, ,23.35
410,Guilford County Schools,402,Otis L Hairston Sr Middle,X,X,75.46
410,Guilford County Schools,403,W M Hampton Elementary,X,X,72.91
410,Guilford County Schools,406,High Point Central High,X, ,46.98
410,Guilford County Schools,407,The Academy at High Point Central,,X,32.06
410,Guilford County Schools,408,High Point GTCC Middle College,, ,34.35
410,Guilford County Schools,409,Hunter Elementary,X,X,69.81
410,Guilford County Schools,412,Irving Park Elementary,X,X,49.43
410,Guilford County Schools,415,Jackson Middle,X,X,71.99
410,Guilford County Schools,418,Jamestown Elementary,X,X,54.23
410,Guilford County Schools,421,Jamestown Middle,, ,36.83
410,Guilford County Schools,423,Jefferson Elementary,X,X,44.07
410,Guilford County Schools,424,Jesse Wharton Elem,, ,24.22
410,Guilford County Schools,427,Johnson Street Elementary,X,X,54.93
410,Guilford County Schools,430,David D Jones Elementary,X,X,44.41
410,Guilford County Schools,436,James Y Joyner Elementary,X,X,55.38
410,Guilford County Schools,437,Kernodle Middle,, ,13.02
410,Guilford County Schools,439,Kirkman Park Elementary,X,X,73.73
410,Guilford County Schools,442,Kiser Middle,X, ,45.42
410,Guilford County Schools,448,Lincoln Academy,, ,31.14
410,Guilford County Schools,451,John Van Lindley Elementary,X, ,45.42
410,Guilford County Schools,454,Madison Elementary,X, ,47.09
410,Guilford County Schools,457,Herbin-Metz Education Center,, ,35.82
410,Guilford County Schools,458,Greene Education Center @ Ragsdale,,X,38.1
410,Guilford County Schools,460,Eastern Middle,X,X,42.41
410,Guilford County Schools,461,McLeansville Elementary,X,X,40.84
410,Guilford County Schools,462,Ronald E McNair Elementary,X,X,58.74
410,Guilford County Schools,463,Mendenhall Middle,, ,37.67
410,Guilford County Schools,464,Meredith Haynes-Inman School,X, ,45.26
410,Guilford County Schools,466,Millis Road Elementary,, ,28.26
410,Guilford County Schools,469,Montlieu Avenue Elementary,X,X,67.61
410,Guilford County Schools,472,Morehead Elementary,X, ,50.23
410,Guilford County Schools,478,Murphy Traditional Academy,X,X,65.37
410,Guilford County Schools,481,Nathanael Greene Elementary,, ,26.44
410,Guilford County Schools,483,Middle College High at NC A&T,, ,30.89
410,Guilford County Schools,484,Northeast Guilford High,X, ,44.94
410,Guilford County Schools,486,Northern Elementary,, ,10.17
410,Guilford County Schools,487,Northeast Guilford Middle,X, ,53.93
410,Guilford County Schools,488,Northern Middle,, ,14.22
410,Guilford County Schools,489,Northern High,, ,11.45
410,Guilford County Schools,490,Northwest Guilford High,, ,6.43
410,Guilford County Schools,491,Pearce Elementary,, ,12.1
410,Guilford County Schools,493,Northwest Guilford Middle,, ,5.87
410,Guilford County Schools,496,Northwood Elementary,X,X,65.43
410,Guilford County Schools,499,Oak Hill Elementary,X,X,65.05
410,Guilford County Schools,502,Oak Ridge Elementary,, ,4.53
410,Guilford County Schools,505,Oak View Elementary,X,X,57.46
410,Guilford County Schools,508,Page High,, ,34.28
410,Guilford County Schools,511,Parkview Village Elementary,X,X,85.37
410,Guilford County Schools,514,Clara J Peck Elementary,X,X,74.86
410,Guilford County Schools,517,Peeler Open Elementary,X,X,58.26
410,Guilford County Schools,522,Pilot Elementary,, ,37.74
410,Guilford County Schools,523,Pleasant Garden Elementary,, ,28.85
410,Guilford County Schools,529,Lucy Ragsdale High,, ,32.21
410,Guilford County Schools,530,Reedy Fork Elementary,X, ,48.79
410,Guilford County Schools,532,Rankin Elementary,X,X,71.89
410,Guilford County Schools,533,Scale School,X,X,75.76
410,Guilford County Schools,534,Scale in High Point,X,X,64.44
410,Guilford County Schools,535,Sedalia Elementary,, ,39.23
410,Guilford County Schools,538,Sedgefield Elementary,X,X,62.02
410,Guilford County Schools,541,Shadybrook Elementary,, ,39.17
410,Guilford County Schools,542,"George C. Simkins, Jr Elementary",X, ,44.95
410,Guilford County Schools,544,Ben L Smith High,X,X,57.77
410,Guilford County Schools,545,Smith Academy,, ,27.94
410,Guilford County Schools,547,Southeast Guilford High,, ,19.43
410,Guilford County Schools,550,Southeast Guilford Middle,, ,25.73
410,Guilford County Schools,553,Southern Elementary,X, ,42.3
410,Guilford County Schools,556,Southern Guilford High,X, ,40.51
410,Guilford County Schools,559,Southwest Elementary,, ,11.1
410,Guilford County Schools,562,Southwest Guilford High,, ,24.94
410,Guilford County Schools,565,Southwest Guilford Middle,, ,28.57
410,Guilford County Schools,568,Sternberger Elementary,, ,10.49
410,Guilford County Schools,569,STEM Early College at NC A&T SU,, ,12.92
410,Guilford County Schools,571,Stokesdale Elementary,, ,16.01
410,Guilford County Schools,574,Summerfield Elementary,, ,12.04
410,Guilford County Schools,577,Sumner Elementary,X,X,59.45
410,Guilford County Schools,578,Triangle Lake Montessori Elem,X, ,48.51
410,Guilford County Schools,579,UNC-G Early/Middle College,, ,27.55
410,Guilford County Schools,580,Union Hill Elementary,X,X,67.1
410,Guilford County Schools,583,Vandalia Elementary,X,X,61.17
410,Guilford County Schools,586,Washington Elementary,X,X,70.13
410,Guilford County Schools,589,Philip J Weaver Ed Center,, ,10.47
410,Guilford County Schools,592,Laurin Welborn Middle,X,X,66.28
410,Guilford County Schools,595,Western Guilford High,, ,29.64
410,Guilford County Schools,598,Wiley Acel/Enrichment,X,X,88.79
420,Halifax County Schools,304,Aurelian Springs Elementary,X,X,75.45
420,Halifax County Schools,316,Dawson Elementary,X,X,87.76
420,Halifax County Schools,324,Enfield Middle,X,X,88.15
420,Halifax County Schools,328,Everetts Elementary,X,X,80
420,Halifax County Schools,336,Hollister Elementary,X,X,67.88
420,Halifax County Schools,340,Inborden Elementary,X,X,88.93
420,Halifax County Schools,346,Northwest High,X,X,72.18
420,Halifax County Schools,348,Pittman Elementary,X,X,82.32
420,Halifax County Schools,358,Southeast Halifax High,X,X,82.57
420,Halifax County Schools,376,William R Davie Middle,X,X,79.14
421,Roanoke Rapids City Schools,304,Belmont Elementary,X, ,68.61
421,Roanoke Rapids City Schools,306,Chaloner Middle,X, ,45.8
421,Roanoke Rapids City Schools,316,Roanoke Rapids High,, ,39.66
421,Roanoke Rapids City Schools,328,William L Manning Elementary,X, ,50.6
422,Weldon City Schools,310,Roanoke Valley Early College,X,X,45.7
422,Weldon City Schools,314,Weldon Elementary,X,X,70.21
422,Weldon City Schools,315,Weldon High School,X,X,78.19
422,Weldon City Schools,318,Weldon Middle,X,X,82.35
430,Harnett County Schools,304,Anderson Creek Primary,X, ,42.26
430,Harnett County Schools,308,Angier Elementary,X, ,46.71
430,Harnett County Schools,312,Benhaven Elementary,X, ,42.69
430,Harnett County Schools,316,Boone Trail Elementary,, ,34.32
430,Harnett County Schools,320,Buies Creek Elementary,, ,33.66
430,Harnett County Schools,328,Coats Elementary,X, ,52.21
430,Harnett County Schools,330,Coats-Erwin Middle,X, ,48.01
430,Harnett County Schools,332,Dunn Middle,X, ,68.8
430,Harnett County Schools,336,Erwin Elementary,X, ,57.14
430,Harnett County Schools,340,Gentry Primary,X, ,61.92
430,Harnett County Schools,344,Harnett Primary,X, ,66.5
430,Harnett County Schools,345,STAR Academy,X, ,60
430,Harnett County Schools,346,Harnett Central High,, ,33.83
430,Harnett County Schools,347,Harnett Central Middle,, ,39.4
430,Harnett County Schools,348,Johnsonville Elementary,X, ,60.87
430,Harnett County Schools,349,Highland Elementary,, ,30.23
430,Harnett County Schools,351,Highland Middle School,, ,39.12
430,Harnett County Schools,352,LaFayette Elementary,, ,24.17
430,Harnett County Schools,358,Lillington-Shawtown Elementary,X, ,54.84
430,Harnett County Schools,368,North Harnett Primary,X, ,45.75
430,Harnett County Schools,369,Overhills Elementary School,, ,25.28
430,Harnett County Schools,370,Overhills Middle,, ,37.14
430,Harnett County Schools,371,Overhills High School,, ,24.83
430,Harnett County Schools,376,South Harnett Elementary,X, ,43.6
430,Harnett County Schools,378,Triton High,X, ,49.15
430,Harnett County Schools,380,Wayne Avenue Elem,X, ,71.8
430,Harnett County Schools,384,Western Harnett High,, ,33.52
430,Harnett County Schools,386,Western Harnett Middle,, ,30.76
440,Haywood County Schools,314,Bethel Elementary,X, ,44.6
440,Haywood County Schools,318,Bethel Middle,, ,35.97
440,Haywood County Schools,320,Canton Middle,X, ,43.04
440,Haywood County Schools,326,Central Haywood High,X, ,68.12
440,Haywood County Schools,328,Clyde Elementary,X,X,50.69
440,Haywood County Schools,332,Riverbend Elementary,, ,37.75
440,Haywood County Schools,346,Haywood Early College,, ,30.23
440,Haywood County Schools,348,Hazelwood Elementary,X, ,47.23
440,Haywood County Schools,349,Jonathan Valley Elementary,X, ,40.1
440,Haywood County Schools,350,Junaluska Elementary,X, ,40.23
440,Haywood County Schools,364,Meadowbrook Elementary,X, ,49.12
440,Haywood County Schools,368,North Canton Elementary,X,X,46.07
440,Haywood County Schools,378,Pisgah High,, ,27.26
440,Haywood County Schools,390,Tuscola High,, ,27.83
440,Haywood County Schools,396,Waynesville Middle,, ,32.9
450,Henderson County Schools,301,Apple Valley Middle,, ,35.46
450,Henderson County Schools,302,Atkinson Elementary,, ,26.15
450,Henderson County Schools,306,Bruce Drysdale Elementary,X, ,51.29
450,Henderson County Schools,307,Clear Creek Elementary,, ,35.27
450,Henderson County Schools,308,Dana Elementary,, ,38.73
450,Henderson County Schools,316,East Henderson High,, ,30.67
450,Henderson County Schools,322,Edneyville Elementary,X, ,48.72
450,Henderson County Schools,324,Etowah Elementary,, ,29.56
450,Henderson County Schools,328,Flat Rock Middle,, ,35.33
450,Henderson County Schools,332,Fletcher Elementary,, ,24.41
450,Henderson County Schools,333,Hendersonville Elementary,, ,17.48
450,Henderson County Schools,334,Hendersonville High,, ,18.59
450,Henderson County Schools,335,Hendersonville Middle,, ,28.64
450,Henderson County Schools,336,Hillandale Elementary,X, ,46.51
450,Henderson County Schools,339,Glenn C Marlow Elementary,, ,18.18
450,Henderson County Schools,340,Mills River Elementary,, ,23.52
450,Henderson County Schools,341,North Henderson High,, ,23.22
450,Henderson County Schools,342,Rugby Middle,, ,16.69
450,Henderson County Schools,343,Balfour Education Center,X,X,52.5
450,Henderson County Schools,344,Sugarloaf Elementary,X,X,51.58
450,Henderson County Schools,346,Upward Elementary,X, ,41.88
450,Henderson County Schools,352,West Henderson High,, ,14.13
450,Henderson County Schools,354,Henderson County Early College,, ,21.88
460,Hertford County Schools,308,Ahoskie Elementary,X,X,76.28
460,Hertford County Schools,312,Bearfield Primary,X,X,76.11
460,Hertford County Schools,318,Hertford County Middle,X,X,72.91
460,Hertford County Schools,320,Hertford County High,X,X,75.54
460,Hertford County Schools,322,Hertford County Early College,X,X,45
460,Hertford County Schools,332,Riverview Elementary,X,X,78.37
460,Hertford County Schools,340,CSB Student Development Center,X,X,50.75
470,Hoke County Schools,310,Don Steed Elementary,, ,37.25
470,Hoke County Schools,312,Hoke County High,X, ,50.62
470,Hoke County Schools,316,J W McLauchlin Elementary,X,X,69.73
470,Hoke County Schools,320,West Hoke Middle,X,X,64.16
470,Hoke County Schools,328,Scurlock Elementary,X,X,72.44
470,Hoke County Schools,330,Hawk Eye Elementary,X,X,87.31
470,Hoke County Schools,332,East Hoke Middle,X, ,43.71
470,Hoke County Schools,336,West Hoke Elementary,X,X,79.2
470,Hoke County Schools,340,Rockfish Hoke Elementary,, ,20.8
470,Hoke County Schools,342,J W Turlington,X,X,78.35
470,Hoke County Schools,346,Upchurch Elementary,X,X,74.74
470,Hoke County Schools,441,Sandy Grove Elementary,X, ,55.8
470,Hoke County Schools,442,Sandy Grove Middle School,X, ,44.17
470,Hoke County Schools,443,SandHoke Early College,, ,35.93
480,Hyde County Schools,306,Mattamuskeet Elementary,X,X,63.49
480,Hyde County Schools,318,Mattamuskeet Early College High School,X,X,64.02
490,Iredell-Statesville Schools,308,Brawley Middle,, ,5.28
490,Iredell-Statesville Schools,312,Celeste Henkel Elementary,, ,39.82
490,Iredell-Statesville Schools,316,Central Elementary,, ,18.41
490,Iredell-Statesville Schools,318,Coddle Creek,, ,8.67
490,Iredell-Statesville Schools,319,Cloverleaf,X, ,49.48
490,Iredell-Statesville Schools,320,Collaborative College of Techn,, ,11.06
490,Iredell-Statesville Schools,324,Cool Spring Elementary,, ,24.87
490,Iredell-Statesville Schools,326,East Iredell Elementary,X, ,40.94
490,Iredell-Statesville Schools,327,East Middle,, ,35.67
490,Iredell-Statesville Schools,332,Harmony Elementary,, ,30.66
490,Iredell-Statesville Schools,335,Lake Norman High,, ,3.23
490,Iredell-Statesville Schools,336,Lake Norman Elementary,, ,9.09
490,Iredell-Statesville Schools,337,Lakeshore Elementary,, ,9.08
490,Iredell-Statesville Schools,338,Lakeshore Middle,, ,10.61
490,Iredell-Statesville Schools,342,Monticello School,X, ,60.71
490,Iredell-Statesville Schools,344,Mount Mourne School,, ,0.89
490,Iredell-Statesville Schools,345,N B Mills Elementary,X, ,57.14
490,Iredell-Statesville Schools,346,North Iredell High,, ,15.8
490,Iredell-Statesville Schools,347,Northview School,, ,8.62
490,Iredell-Statesville Schools,348,Scotts Elementary,, ,35.79
490,Iredell-Statesville Schools,349,North Iredell Middle,, ,26.32
490,Iredell-Statesville Schools,350,Pressly School,X, ,89.47
490,Iredell-Statesville Schools,352,Statesville Middle,X, ,50.98
490,Iredell-Statesville Schools,354,Statesville High,, ,33.84
490,Iredell-Statesville Schools,355,Crossroads Arts Science Early College,, ,16.98
490,Iredell-Statesville Schools,356,Sharon Elementary,, ,31.08
490,Iredell-Statesville Schools,360,Shepherd Elementary,, ,20.59
490,Iredell-Statesville Schools,362,South Iredell High,, ,10.02
490,Iredell-Statesville Schools,363,Third Creek Elementary,X, ,43.92
490,Iredell-Statesville Schools,364,Troutman Elementary,, ,27.16
490,Iredell-Statesville Schools,366,Troutman Middle,, ,24.94
490,Iredell-Statesville Schools,368,Union Grove Elementary,, ,31.08
490,Iredell-Statesville Schools,380,West Iredell High,, ,27.39
490,Iredell-Statesville Schools,384,West Iredell Middle,, ,31.71
490,Iredell-Statesville Schools,390,Woodland Heights Elementary,, ,3
491,Mooresville Graded School District,303,East Mooresville Intermediate,, ,23.09
491,Mooresville Graded School District,306,Mooresville Intermediate,, ,20.47
491,Mooresville Graded School District,308,Mooresville Middle,, ,17.66
491,Mooresville Graded School District,312,Mooresville Senior High,, ,14.43
491,Mooresville Graded School District,316,Park View Elementary,, ,36.23
491,Mooresville Graded School District,318,Rocky River Elementary,, ,11.88
491,Mooresville Graded School District,320,South Elementary,, ,31.77
500,Jackson County Schools,302,Blue Ridge Early College,,X,28.25
500,Jackson County Schools,304,Cullowhee Valley School,X, ,42.5
500,Jackson County Schools,314,Fairview Elementary,X, ,40.86
500,Jackson County Schools,316,Blue Ridge School,X,X,50
500,Jackson County Schools,323,Jackson County Early College,, ,17.32
500,Jackson County Schools,324,Jackson Co Sch of Alt,X,X,68.47
500,Jackson County Schools,332,Scotts Creek Elementary,X, ,42.04
500,Jackson County Schools,337,Smokey Mountain Elementary,X,X,46.96
500,Jackson County Schools,340,Smoky Mountain High,, ,27.13
510,Johnston County Schools,308,Benson Elementary,X, ,47.47
510,Johnston County Schools,310,Benson Middle,X, ,43.43
510,Johnston County Schools,324,Clayton High,, ,18.77
510,Johnston County Schools,325,Career and Technical Leadership Academy,, ,32.76
510,Johnston County Schools,326,West Clayton Elementary,, ,26.45
510,Johnston County Schools,327,Cleveland High School,, ,14.66
510,Johnston County Schools,328,Cleveland Elementary,, ,18.15
510,Johnston County Schools,329,Cleveland Middle,, ,15.27
510,Johnston County Schools,330,Cooper Elementary,, ,38.6
510,Johnston County Schools,332,Corinth Holders,, ,37.48
510,Johnston County Schools,333,Corinth Holders High School,, ,12.66
510,Johnston County Schools,334,Dixon Road Elementary,, ,22.69
510,Johnston County Schools,336,East Clayton Elementary,, ,19.11
510,Johnston County Schools,340,Four Oaks Elementary,X, ,46.86
510,Johnston County Schools,342,Four Oaks Middle,X, ,40.46
510,Johnston County Schools,343,Micro Elementary,X, ,45.81
510,Johnston County Schools,344,North Johnston Middle,X, ,42.93
510,Johnston County Schools,356,Glendale-Kenly Elementary,X, ,45.82
510,Johnston County Schools,357,Johnston Co Middle College,, ,8.13
510,Johnston County Schools,358,McGee's Crossroads Elem,, ,23.1
510,Johnston County Schools,359,McGee's Crossroads Middle,, ,21.51
510,Johnston County Schools,360,Meadow Elementary,X, ,44.43
510,Johnston County Schools,364,Archer Lodge Middle School,, ,18.45
510,Johnston County Schools,367,Early College,, ,18.61
510,Johnston County Schools,368,North Johnston High,, ,32.54
510,Johnston County Schools,372,Pine Level Elementary,X, ,45.93
510,Johnston County Schools,373,Powhatan Elementary,, ,12.54
510,Johnston County Schools,374,Princeton Elementary,X, ,40.62
510,Johnston County Schools,376,Princeton High,, ,33.72
510,Johnston County Schools,377,River Dell Elementary,, ,13.55
510,Johnston County Schools,378,Riverwood Elementary,, ,11.84
510,Johnston County Schools,379,Riverwood Middle,, ,15.6
510,Johnston County Schools,380,South Campus Community High,X, ,40
510,Johnston County Schools,381,South Campus Community Middle,X, ,66.67
510,Johnston County Schools,388,Selma Elementary,X, ,67.23
510,Johnston County Schools,390,Selma Middle School,X, ,61.18
510,Johnston County Schools,396,West Smithfield Elementary,X, ,67.15
510,Johnston County Schools,397,Smithfield Middle,X, ,51.18
510,Johnston County Schools,399,Smithfield-Selma High,X, ,45.1
510,Johnston County Schools,402,South Johnston High,, ,34.72
510,Johnston County Schools,404,South Smithfield Elementary,X, ,59.14
510,Johnston County Schools,406,West Johnston High,, ,17.51
510,Johnston County Schools,408,Wilson's Mills Elementary,X, ,49.34
510,Johnston County Schools,410,Polenta Elementary,, ,22.91
510,Johnston County Schools,412,Clayton Middle,, ,20.95
510,Johnston County Schools,414,West View Elementary,, ,17.04
520,Jones County Schools,304,Pollocksville Elementary,X,X,62.58
520,Jones County Schools,308,Comfort Elementary,X,X,59.64
520,Jones County Schools,320,Jones Senior High,X,X,60
520,Jones County Schools,324,Jones Middle,X,X,61.29
520,Jones County Schools,328,Maysville Elementary,X,X,62.07
520,Jones County Schools,336,Trenton Elementary,X,X,70.83
530,Lee County Schools,302,Benjamin T Bullock Elem,X, ,60.06
530,Lee County Schools,306,Bragg Street Academy,X, ,69.23
530,Lee County Schools,308,Broadway Elementary,X, ,61.57
530,Lee County Schools,312,Deep River Elementary,X, ,65.56
530,Lee County Schools,314,East Lee Middle,X, ,48.94
530,Lee County Schools,316,Floyd L Knight Children Ctr,X, ,77.12
530,Lee County Schools,320,Greenwood Elementary,X, ,64.09
530,Lee County Schools,335,Lee Early College,, ,35.21
530,Lee County Schools,336,Lee County High,X, ,42.79
530,Lee County Schools,340,J Glenn Edwards Elementary,X, ,65.76
530,Lee County Schools,341,SanLee Middle School,X, ,56.21
530,Lee County Schools,343,Southern Lee High School,X, ,45.99
530,Lee County Schools,346,Tramway Elementary,, ,28.76
530,Lee County Schools,354,J R Ingram Jr Elementary,X, ,55.71
530,Lee County Schools,356,West Lee Middle,X, ,50
530,Lee County Schools,358,Warren Williams Elementary Alternative School,X, ,71.64
540,Lenoir County Public Schools,304,Banks Elementary,X,X,52.99
540,Lenoir County Public Schools,308,Contentnea-Savannah K-8,X,X,70
540,Lenoir County Public Schools,312,E B Frink Middle,X,X,64.52
540,Lenoir County Public Schools,315,Kinston High,X,X,82.76
540,Lenoir County Public Schools,316,LaGrange Elementary,X,X,80.45
540,Lenoir County Public Schools,317,Lenoir County Early College High School,X,X,51.23
540,Lenoir County Public Schools,318,Lenoir County Learning Academy,X,X,75.64
540,Lenoir County Public Schools,320,Moss Hill Elementary,X,X,68.75
540,Lenoir County Public Schools,324,North Lenoir High,X,X,59.39
540,Lenoir County Public Schools,325,Northeast Elementary School,X,X,92.5
540,Lenoir County Public Schools,326,Northwest Elementary,X,X,79.61
540,Lenoir County Public Schools,328,Pink Hill Elementary,X,X,66.54
540,Lenoir County Public Schools,330,Rochelle Middle,X,X,91.02
540,Lenoir County Public Schools,336,South Lenoir High,X,X,51.12
540,Lenoir County Public Schools,338,Southeast Elementary,X,X,95.06
540,Lenoir County Public Schools,340,Southwood Elementary,X,X,53.68
540,Lenoir County Public Schools,344,Woodington Middle,X,X,61.23
540,Lenoir County Public Schools,400,Teachers Memorial Elem,X,X,85
550,Lincoln County Schools,308,Asbury School,X, ,63.08
550,Lincoln County Schools,312,Battleground Elementary,X,X,68.16
550,Lincoln County Schools,314,Catawba Springs Elementary,, ,17.56
550,Lincoln County Schools,316,G E Massey Elementary,X, ,49.19
550,Lincoln County Schools,320,East Lincoln High,, ,14.21
550,Lincoln County Schools,322,East Lincoln Middle,, ,17.69
550,Lincoln County Schools,324,Kiser Intermediate,X, ,54.88
550,Lincoln County Schools,328,Iron Station Elementary,, ,36.74
550,Lincoln County Schools,332,Lincolnton High,, ,34.84
550,Lincoln County Schools,334,Lincolnton Middle,X, ,46.52
550,Lincoln County Schools,336,Love Memorial Elementary,X, ,47.56
550,Lincoln County Schools,340,Childers Elementary,X, ,44.87
550,Lincoln County Schools,342,North Brook Elementary,X, ,44.73
550,Lincoln County Schools,344,North Lincoln High School,, ,13.52
550,Lincoln County Schools,348,Pumpkin Center Primary,, ,27.01
550,Lincoln County Schools,349,Pumpkin Center Intermediate,, ,27
550,Lincoln County Schools,350,North Lincoln Middle,, ,15.24
550,Lincoln County Schools,356,Rock Springs Elementary,, ,10.8
550,Lincoln County Schools,360,S Ray Lowder Elementary,X,X,52.79
550,Lincoln County Schools,362,St James Elementary School,, ,15.99
550,Lincoln County Schools,364,Union Elementary,, ,30.15
550,Lincoln County Schools,368,West Lincoln High,, ,31.51
550,Lincoln County Schools,372,West Lincoln Middle,, ,33.44
560,Macon County Schools,304,Cartoogechaye Elementary,, ,32.75
560,Macon County Schools,316,East Franklin Elementary,X,X,50.28
560,Macon County Schools,320,Franklin High,, ,27.67
560,Macon County Schools,324,Highlands School,, ,21.58
560,Macon County Schools,328,Iotla Elementary,X, ,41.2
560,Macon County Schools,329,Early College,, ,24.22
560,Macon County Schools,330,Macon Middle,, ,36.54
560,Macon County Schools,331,Mountain View Intermediate,, ,36.82
560,Macon County Schools,332,Nantahala School,, ,32.05
560,Macon County Schools,338,South Macon Elementary,X, ,43.39
560,Macon County Schools,350,Union Academy,X,X,58.21
570,Madison County Schools,306,Brush Creek Elementary,, ,35.71
570,Madison County Schools,312,Hot Springs Elementary,X, ,50
570,Madison County Schools,317,Madison Early College,, ,18.54
570,Madison County Schools,318,Madison High,, ,30.69
570,Madison County Schools,319,Madison Middle,, ,34.7
570,Madison County Schools,320,Mars Hill Elementary,, ,36.4
580,Martin County Schools,308,Williamston Primary,X,X,64.71
580,Martin County Schools,312,E J Hayes Elementary,X,X,64.75
580,Martin County Schools,316,East End Elementary,X,X,69.94
580,Martin County Schools,320,Edna Andrews Elementary,X,X,66.67
580,Martin County Schools,324,Jamesville Elementary,X,X,43.56
580,Martin County Schools,344,South Creek High,X,X,57.45
580,Martin County Schools,350,South Creek Middle,X,X,66.52
580,Martin County Schools,356,Rodgers Elementary,X,X,40.23
580,Martin County Schools,368,Riverside High,X,X,44.23
580,Martin County Schools,372,Riverside Middle,X,X,58.14
580,Martin County Schools,94Z,Northeast Regional School of Biotechnology & Agriscience,, ,23.45
590,McDowell County Schools,306,Eastfield  Global Magnet School,X,X,62.1
590,McDowell County Schools,310,East McDowell Middle,X,X,45.36
590,McDowell County Schools,316,Glenwood Elementary,X,X,40.05
590,McDowell County Schools,320,Marion Elementary,X,X,48.93
590,McDowell County Schools,328,McDowell Early College,, ,22.75
590,McDowell County Schools,330,McDowell High,, ,39.25
590,McDowell County Schools,332,Nebo Elementary,X,X,55.68
590,McDowell County Schools,336,North Cove Elementary,X,X,46.64
590,McDowell County Schools,340,Old Fort Elementary,X,X,46.09
590,McDowell County Schools,344,Pleasant Gardens Elementary,,X,32.75
590,McDowell County Schools,352,West Marion Elementary,X,X,48.48
590,McDowell County Schools,356,West McDowell Junior High,,X,37.85
590,McDowell County Schools,393,McDowell AEC,X,X,41.28
600,Charlotte-Mecklenburg Schools,300,Albemarle Road Elementary,X,X,68.23
600,Charlotte-Mecklenburg Schools,301,Albemarle Road Middle,X,X,60.03
600,Charlotte-Mecklenburg Schools,302,Ardrey Kell High School,, ,5.15
600,Charlotte-Mecklenburg Schools,305,John M Alexander Middle,, ,26.6
600,Charlotte-Mecklenburg Schools,308,Allenbrook Elementary,X,X,80.13
600,Charlotte-Mecklenburg Schools,311,Ashley Park Elementary,X,X,82.09
600,Charlotte-Mecklenburg Schools,312,William Hough High School,, ,9.17
600,Charlotte-Mecklenburg Schools,313,Bailey Road Middle School,, ,11.24
600,Charlotte-Mecklenburg Schools,314,Bain Elementary,, ,14.98
600,Charlotte-Mecklenburg Schools,316,Barringer Academic Center,X,X,48.7
600,Charlotte-Mecklenburg Schools,317,Whitewater Middle,X,X,64.17
600,Charlotte-Mecklenburg Schools,318,Whitewater Academy,X,X,59.76
600,Charlotte-Mecklenburg Schools,319,Berryhill Elementary,X,X,58.29
600,Charlotte-Mecklenburg Schools,322,Beverly Woods Elementary,, ,9.24
